ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/Greeting/Greeting.png	72.5,37.5,0.5	-1,0,0	0,1,0	0,0,-1	35.96654	-10.626	0.2	1.5	Wooden_thin	-1:-1	0
2	./Images/Kawaii/thumb_c_08597.jpg	97.5,37.5,0.5	-1,0,0	0,1,0	0,0,-1	16.23963	-11.067	0.2	1	Wooden_thin	-1:-1	1
4	./Images/Kawaii/thumb_c_06528.jpg	97.5,37.5,0.5	-1,0,0	0,1,0	0,0,-1	-29.99308	-11.2245	0.2	3.5	Wooden_thin2	-1:-1	3
6	./Images/Kawaii English PNG/Kawaii English-01.png	97.5,37.5,0.5	-1,0,0	0,1,0	0,0,-1	0.9622819	-11.31899	0.2	1.4	none(caption)	-1:-1	5
9	./Images/Kawaii English PNG/Kawaii English-18.png	97.5,37.5,0.5	-1,0,0	0,1,0	0,0,-1	-57.51211	-11.0355	0.2	1.4	none(caption)	-1:-1	8
10	./Images/Kawaii English PNG/Kawaii English.png	97.5,37.5,0.5	-1,0,0	0,1,0	0,0,-1	42.33671	-12.13799	0.2	2	none(caption)	-1:-1	9
15	./Images/Kawaii/thumb_c_08584.jpg	175.5,37.5,60	0,0,-1	0,1,0	1,0,0	-3.652968	-5.774999	0.2	1	WoodenBlack	-1:-1	15
16	./Images/Kawaii/thumb_c_08593.jpg	175.5,37.5,60	0,0,-1	0,1,0	1,0,0	20.25517	-10.563	0.2	1	Wooden_thin	-1:-1	16
17	./Images/Kawaii/thumb_c_08594.jpg	175.5,37.5,60	0,0,-1	0,1,0	1,0,0	45.36013	-7.0035	0.2	1	Wooden_thin	-1:-1	17
19	./Images/Kawaii English PNG/Kawaii English-02.png	175.5,37.5,60	0,0,-1	0,1,0	1,0,0	33.69892	-10.5315	0.2	1	none(caption)	-1:-1	19
20	./Images/Kawaii English PNG/Kawaii English-03.png	175.5,37.5,60	0,0,-1	0,1,0	1,0,0	8.392181	-10.689	0.2	1	none(caption)	-1:-1	20
21	./Images/Kawaii English PNG/Kawaii English-05.png	175.5,37.5,60	0,0,-1	0,1,0	1,0,0	-15.53333	-10.815	0.2	1	none(caption)	-1:-1	21
22	./Images/Kawaii/thumb_c_09736.jpg	0,37.5,118.5	1,0,0	0,1,0	0,0,1	154.6681	-6.404992	0.2	1	Wooden_thin	-1:-1	24
23	./Images/Kawaii/thumb_c_09729.jpg	0,37.5,118.5	1,0,0	0,1,0	0,0,1	129.2579	-7.003498	0.2	1	Wooden_thin	-1:-1	25
24	./Images/Kawaii/thumb_c_08581.jpg	0,37.5,118.5	1,0,0	0,1,0	0,0,1	102.4855	-5.113499	0.2	1	Wooden_thin	-1:-1	26
25	./Images/Kawaii English PNG/Kawaii English-08.png	0,37.5,118.5	1,0,0	0,1,0	0,0,1	142.5733	-10.815	0.2	1.2	none(caption)	-1:-1	27
26	./Images/Kawaii English PNG/Kawaii English-07.png	0,37.5,118.5	1,0,0	0,1,0	0,0,1	116.493	-10.5315	0.2	1.2	none(caption)	-1:-1	28
27	./Images/Kawaii English PNG/Kawaii English-06.png	0,37.5,118.5	1,0,0	0,1,0	0,0,1	89.3086	-10.689	0.2	1	none(caption)	-1:-1	29
